order,pair_key,id_query,query,result_index,id_dataset,title
268,71||a04003003-datos-covid-19-vacunaciones-dosis-adicionales-illes-balears1,71,covid,102,a04003003-datos-covid-19-vacunaciones-dosis-adicionales-illes-balears1,Datos COVID-19 Vacunaciones Dosis Adicionales Illes Balears
269,136||l01360577-museos-de-vigo,136,museos,12,l01360577-museos-de-vigo,Museos de Vigo
270,53||l02000008-equipamientos-deportivos-locales,53,futbol,64,l02000008-equipamientos-deportivos-locales,Equipamientos deportivos locales
271,116||asociaciones-culturales,116,cultura,59,asociaciones-culturales,Asociaciones culturales y tradiciones populares
272,89||801195,89,cancer,62,801195,Locales..Abstención
273,38||l01280148-catastro-urbano-1988,38,catastro,4,l01280148-catastro-urbano-1988,Planos Catastro Parcelario Urbano. 1988
274,1||ea0010587-altas-hospitalarias-segun-el-sexo-el-diagnostico-principal-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-49025,1,aulas hospitalarias andalucia,47,ea0010587-altas-hospitalarias-segun-el-sexo-el-diagnostico-principal-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-49025,"Altas hospitalarias según el sexo, el diagnóstico principal, la provincia, Comunidad y Ciudad autónoma de hospitalización. (Identificador API: 49025)"
275,55||l01081691-calendaris-de-dies-festius,55,dgt,76,l01081691-calendaris-de-dies-festius,Calendaris de dies Festius
276,54||residuos_peligrosos_tratamiento,54,residuos,92,residuos_peligrosos_tratamiento,Tratamiento de residuos peligrosos
277,102||l01140431-gestion-de-residuos-epremasa1,102,renfe,116,l01140431-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
278,25||educa-colegios,25,centros educativos,62,educa-colegios,Centros de Educación Infantil y Primaria (Públicos)
279,73||turismo-casas-rurales,73,hoteles,83,turismo-casas-rurales,Casas rurales turísticas
280,3||a05003423-hogares-segun-deficiencias-de-la-vivienda-y-tipos-de-viviendas-canarias-2007,3,vivienda,78,a05003423-hogares-segun-deficiencias-de-la-vivienda-y-tipos-de-viviendas-canarias-2007,Hogares según deficiencias de la vivienda y tipos de viviendas. Canarias. 2007.
281,18||l01280148-parque-vehiculos-automoviles-2013-2015-evolucion,18,trafico,49,l01280148-parque-vehiculos-automoviles-2013-2015-evolucion,Parque vehículos-automóviles. 2013-2015. Evolución
282,102||l01280066-servicios-de-autobus1,102,renfe,66,l01280066-servicios-de-autobus1,Servicios de autobús
283,126||l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,126,banderas azules,53,l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,Tipologías de las placas fotovoltaicas municipales en la ciudad de Barcelona
284,139||museos-en-la-region-de-murcia,139,arqueologia,32,museos-en-la-region-de-murcia,Museos en la Región de Murcia
285,25||l03380010-centros-de-educacion,25,centros educativos,63,l03380010-centros-de-educacion,centros de educacion
286,66||consumo-anual-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-por-edad-del-sustentador-principal-y-grupo-de-productos,66,consumo,27,consumo-anual-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-por-edad-del-sustentador-principal-y-grupo-de-productos,Consumo anual de las familias de la C.A. de Euskadi y proporción de familias consumidoras por edad del sustentador principal y grupo de productos.
287,123||l01080193-padro-de-vehiculos-evolucion-del-parque-de-vehiculos-de-la-ciutat-de-barcelona,123,dana,43,l01080193-padro-de-vehiculos-evolucion-del-parque-de-vehiculos-de-la-ciutat-de-barcelona,Padró de vehículos. Evolución del parque de vehículos de la ciutat de Barcelona
288,29||ea0001302-estacion-meteorologica-adossat,29,temperatura,36,ea0001302-estacion-meteorologica-adossat,Estación meteorológica Adossat
289,42||l01140253-elecciones1,42,elecciones,62,l01140253-elecciones1,Elecciones
290,140||l01080193-valores-catastrales-de-los-cargos-de-la-ciudad-de-barcelona,140,cartografia,29,l01080193-valores-catastrales-de-los-cargos-de-la-ciudad-de-barcelona,Valores catastrales de los cargos de la ciudad de Barcelona
291,16||l01030092-bajas-en-padron,16,agua,130,l01030092-bajas-en-padron,Bajas en padrón
292,114||a17002943-transportistas-de-ganado1,114,movilidad,77,a17002943-transportistas-de-ganado1,Transportistas de ganado
293,37||a07002862-consumos-horarios-de-electricidad-de-los-hospitales-de-castilla-y-leon1,37,energia,15,a07002862-consumos-horarios-de-electricidad-de-los-hospitales-de-castilla-y-leon1,Consumos horarios de electricidad de los hospitales de Castilla y León
294,63||l01080193-inventario-de-los-bancos-publicos-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,63,pib,51,l01080193-inventario-de-los-bancos-publicos-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,Inventario de los bancos públicos de la red de infraestructuras de la ciudad de Barcelona
295,92||l01140636-gestion-de-residuos-epremasa1,92,gasolineras,82,l01140636-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
296,62||a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,62,embalses,69,a04003003-actuaciones-gestion-saneamiento-depuracion-programa-medidas-abaqua1,Actuaciones Gestión Saneamiento Depuración Programa Medidas ABAQUA
297,51||l01280148-paro-registrado-2025,51,paro,9,l01280148-paro-registrado-2025,Paro registrado 2025
298,5||l01140478-mercados-municipales,5,municipios,71,l01140478-mercados-municipales,Mercados municipales
299,148||a17002943-capturas-de-pesca-temporada-20151,148,pesca,61,a17002943-capturas-de-pesca-temporada-20151,Capturas de pesca temporada 2015
